x,y,z
-5758,-838,-31.35
-5728,-838,-29.3
-5698,-838,-22.55
-5668,-838,-13.55
-5638,-838,-5.55
-5608,-838,-0.95
-5578,-838,0.05
-5548,-838,0.05
-5518,-838,0
-5488,-838,-0.65
-5458,-838,-0.25
-5428,-838,0.05
-5398,-838,-0.05
-5368,-838,-2.3
-5338,-838,-2.05
-5308,-838,-0.8
-5278,-838,-0.75
-5248,-838,-1.1
-5218,-838,-3.75
-5188,-838,-8.55
-5158,-838,-10.2
-5128,-838,-4.85
-5098,-838,-1.7
-5068,-838,-0.75
-5038,-838,0.1
-5008,-838,0.7
-4978,-838,0.7
-4948,-838,0.4
-4918,-838,0.15
-4888,-838,-0.05
-4858,-838,-0.6
-4828,-838,-1.5
-4798,-838,-2.8
-4768,-838,-1.95
-4738,-838,-2.35
-4708,-838,-5
-4678,-838,-9.7
-4648,-838,-15.4
-4618,-838,-22.85
-4588,-838,-28.45
-4558,-838,-28.7
-4528,-838,-29.1
-4498,-838,-28.9
-4468,-838,-31
-4438,-838,-28.4
-4408,-838,-26.9
-4378,-838,-24.7
-4348,-838,-23.8
-4318,-838,-24.95
-4288,-838,-23.4
-4258,-838,-19.05
-4228,-838,-18.8
-4198,-838,-18.55
-4168,-838,-22.25
-4138,-838,-25.5
-4108,-838,-28
-4078,-838,-29.4
-4048,-838,-27.95
-4018,-838,-26.8
-3988,-838,-22.75
-3958,-838,-21
-3928,-838,-16.15
-3898,-838,-9.35
-3868,-838,-4.9
-3838,-838,-2.25
-3808,-838,-1.1
-3778,-838,-0.5
-3748,-838,-0.05
-3718,-838,0.1
-3688,-838,0.25
-3658,-838,0.5
-3628,-838,1
-3598,-838,1.15
-3568,-838,2.2
-3538,-838,3.05
-3508,-838,3.3
-3478,-838,4
-3448,-838,4.6
-3418,-838,6.3
-3388,-838,8.2
-3358,-838,9.85
-3328,-838,10.45
-3298,-838,11.9
-3268,-838,14.9
-3238,-838,20.15
-3208,-838,27.75
-3178,-838,34.35
-3148,-838,32.85
-3118,-838,28.6
-3088,-838,25.2
-3058,-838,19.4
-3028,-838,16.1
-2998,-838,13.65
-2968,-838,12.75
-2938,-838,10.95
-2908,-838,9.1
-2878,-838,6.75
-2848,-838,6.75
-2818,-838,6.55
-2788,-838,6.6
-2758,-838,5.25
-2728,-838,4.4
-2698,-838,4.05
-2668,-838,4.7
-2638,-838,4.35
-2608,-838,4.35
-2578,-838,3.9
-2548,-838,3.7
-2518,-838,4.2
-2488,-838,3.45
-2458,-838,2.65
-2428,-838,2.4
-2398,-838,2.25
-2368,-838,1.75
-2338,-838,1.85
-2308,-838,2
-2278,-838,2.5
-2248,-838,2.25
-2218,-838,1.7
-2188,-838,1.4
-2158,-838,1.45
-2128,-838,1.25
-2098,-838,1.7
-2068,-838,1.7
-2038,-838,1.6
-2008,-838,1.3
-1978,-838,1.25
-1948,-838,1.1
-1918,-838,2
-1888,-838,2.7
-1858,-838,4.1
-1828,-838,3.65
-1798,-838,3.6
-1768,-838,3.9
-1738,-838,4.2
-1708,-838,5.3
-1678,-838,6.3
-1648,-838,7.3
-1618,-838,8.1
-1588,-838,9.35
-1558,-838,11.65
-1528,-838,13.45
-1498,-838,14.6
-1468,-838,17.3
-1438,-838,17.8
-1408,-838,17.3
-1378,-838,18.4
-1348,-838,18.6
-1318,-838,19.95
-1288,-838,22.1
-1258,-838,22.4
-1228,-838,23.75
-1198,-838,21.8
-1168,-838,15.95
-1138,-838,9.45
-1108,-838,5.75
-1078,-838,5.5
-1048,-838,5.85
-1018,-838,5.75
-988,-838,5.9
-958,-838,6.95
-928,-838,6.4
-898,-838,5.85
-868,-838,5.25
-838,-838,5.3
-808,-838,5.25
-778,-838,4.4
-748,-838,4.25
-718,-838,4.15
-688,-838,5.15
-658,-838,9.6
-628,-838,8.3
-598,-838,4.65
-568,-838,4.25
-538,-838,4.25
-508,-838,4.5
-478,-838,3.4
-448,-838,-0.25
-418,-838,-4.5
-388,-838,-8.4
-358,-838,-11.4
-328,-838,-15.05
-298,-838,-10.55
-268,-838,-6.5
-238,-838,-3.75
-208,-838,-3.2
-178,-838,-1
-148,-838,0.3
-118,-838,1.25
-88,-838,1.15
-58,-838,0.85
-28,-838,0.7
2,-838,1.3
32,-838,1.75
62,-838,2.3
92,-838,2.8
122,-838,3.8
152,-838,4.3
182,-838,3.9
212,-838,4.5
242,-838,4.85
272,-838,4.45
302,-838,4.35
332,-838,4.05
362,-838,4.3
392,-838,5.85
422,-838,7.55
452,-838,8.55
482,-838,9.05
512,-838,8.5
542,-838,8.95
572,-838,7.55
602,-838,6.45
632,-838,4.95
662,-838,4.4
692,-838,4.15
722,-838,4.35
752,-838,3.75
782,-838,3.05
812,-838,2.45
842,-838,2.4
872,-838,2.5
902,-838,2.05
932,-838,2.25
962,-838,2.2
992,-838,2.25
1022,-838,2.2
1052,-838,1.85
1082,-838,1.45
1112,-838,1.15
1142,-838,0.95
1172,-838,0.95
1202,-838,0.95
1232,-838,1.4
1262,-838,1.95
1292,-838,1.65
1322,-838,1.55
1352,-838,1.1
1382,-838,0.75
1412,-838,1.15
1442,-838,1.1
1472,-838,1.1
1502,-838,1
1532,-838,1.9
1562,-838,2
1592,-838,1.55
1622,-838,1.95
1652,-838,2.35
1682,-838,2.45
1712,-838,1.5
1742,-838,1.45
1772,-838,0.95
1802,-838,1.35
1832,-838,1.6
1862,-838,2.4
1892,-838,2.45
1922,-838,1.65
1952,-838,1.6
1982,-838,1.85
2012,-838,2
2042,-838,2.1
2072,-838,1.7
2102,-838,1.65
2132,-838,0.9
2162,-838,0.85
2192,-838,1.7
2222,-838,2.15
2252,-838,1.95
2282,-838,1.95
2312,-838,1.8
2342,-838,2.1
2372,-838,1.8
2402,-838,1.5
2432,-838,1.2
2462,-838,2.4
2492,-838,1.4
2522,-838,1.75
2552,-838,1.9
2582,-838,2.1
2612,-838,2.35
2642,-838,1.65
2672,-838,1.3
2702,-838,1.9
2732,-838,1.75
2762,-838,1.75
2792,-838,1.8
2822,-838,2.9
2852,-838,3
2882,-838,2.55
2912,-838,2.65
2942,-838,3.05
2972,-838,3.5
3002,-838,3.6
3032,-838,3.3
3062,-838,2.65
3092,-838,3.1
3122,-838,3.8
3152,-838,4.15
3182,-838,3.8
3212,-838,3.35
3242,-838,3
3272,-838,2.8
3302,-838,-0.35
3332,-838,-4.75
3362,-838,-9.2
3392,-838,-14.3
3422,-838,-22.95
3452,-838,-30.25
3482,-838,-34.1
3512,-838,-38
3542,-838,-41.3
3572,-838,-41.05
3602,-838,-40.75
3632,-838,-41.35
3662,-838,-40.3
3692,-838,-43.45
3722,-838,-44.85
3752,-838,-46
3782,-838,-45.45
3812,-838,-43.25
3842,-838,-40.7
3872,-838,-39.9
3902,-838,-41.9
3932,-838,-42.7
3962,-838,-42.1
3992,-838,-41.55
4022,-838,-43.95
4052,-838,-43.55
4082,-838,-42.6
4112,-838,-41.75
4142,-838,-42.5
4172,-838,-41.75
4202,-838,-40.6
4232,-838,-43.65
4262,-838,-42.65
4292,-838,-40.7
4322,-838,-43.2
4352,-838,-46.2
4382,-838,-43.15
4412,-838,-42
4442,-838,-43.2
4472,-838,-41.4
4502,-838,-40.25
4532,-838,-42.15
4562,-838,-42.6
4592,-838,-43.1
4622,-838,-44
4652,-838,-42.85
4682,-838,-45.5
4712,-838,-42
4742,-838,-43.1
4772,-838,-40.95
4802,-838,-42.7
4832,-838,-43.1
4862,-838,-42.75
4892,-838,-45.45
4922,-838,-47.6
4952,-838,-49.1
4982,-838,-45.7
5012,-838,-45.25
5042,-838,-44.35
5072,-838,-47.3
5102,-838,-49.75
5132,-838,-53
5162,-838,-56.95
5192,-838,-57.75
5222,-838,-62.2
5252,-838,-64.15
5282,-838,-48.4
5312,-838,-18.05
5342,-838,1.85
5372,-838,-2.15
5402,-838,14.35
5432,-838,23.4
5462,-838,20.45
5492,-838,16.4
5522,-838,12.55
5552,-838,8.85
5582,-838,6.4
5612,-838,5.3
5642,-838,4.85
5672,-838,6.15
5702,-838,7.05
5732,-838,7.05
5762,-838,6.05
5792,-838,4.85
5822,-838,3.3
5852,-838,0.4
5882,-838,-0.05
5912,-838,-10.05
5942,-838,-24.95
5972,-838,-33.05
6002,-838,-33.2
6032,-838,-33.8
6062,-838,-36.1
6092,-838,-37.95
6122,-838,-41.2
6152,-838,-40.3
6182,-838,-39.35
6212,-838,-35.85
6242,-838,-33.1
6272,-838,-32.3
6302,-838,-25.7
6332,-838,-17.95
6362,-838,-14.6
6392,-838,-16.8
6422,-838,-17.15
6452,-838,-16.5
6482,-838,-13.05
6512,-838,-8.75
6542,-838,-4.05
6572,-838,-0.05
6602,-838,1.95
6632,-838,1.1
6662,-838,0
6692,-838,-2.55
6722,-838,-6.55
6752,-838,-11.9
6782,-838,-17.7
6812,-838,-16.3
6842,-838,-10.9
6872,-838,-8.5
6902,-838,-8.5
6932,-838,-10.15
6962,-838,-17.85
6992,-838,-22.05
7022,-838,-28.35
7052,-838,-32.7
7082,-838,-36.8
7112,-838,-35.2
7142,-838,-37.05
-7168,-808,0
-7138,-808,-0.1
-7108,-808,-0.05
-7078,-808,-5.9
-7048,-808,-25.65
-7018,-808,-33.5
-6988,-808,-26.4
-6958,-808,-14.1
-6928,-808,-7.75
-6898,-808,-4.65
-6868,-808,-0.1
-6838,-808,-4.7
-6808,-808,-19.5
-6778,-808,-26.1
-6748,-808,-26
-6718,-808,-22.5
-6688,-808,-24.05
-6658,-808,-27.5
-6628,-808,-29.65
-6598,-808,-28.05
-6568,-808,-21.15
-6538,-808,-19.45
-6508,-808,-18.45
-6478,-808,-16.55
-6448,-808,-16.35
-6418,-808,-17
-6388,-808,-22.4
-6358,-808,-25.85
-6328,-808,-28.75
-6298,-808,-30.95
-6268,-808,-31.8
-6238,-808,-37.6
-6208,-808,-36.65
-6178,-808,-37.55
-6148,-808,-38.1
-6118,-808,-35.35
-6088,-808,-35.2
-6058,-808,-33.35
-6028,-808,-33.8
-5998,-808,-33.85
-5968,-808,-33.35
-5938,-808,-35
-5908,-808,-32.85
-5878,-808,-32.1
-5848,-808,-30.95
-5818,-808,-29.25
-5788,-808,-29.75
-5758,-808,-29
-5728,-808,-22.55
-5698,-808,-15.35
-5668,-808,-8.65
-5638,-808,-4.9
-5608,-808,-1.4
-5578,-808,0
-5548,-808,0.2
-5518,-808,0.1
-5488,-808,0
-5458,-808,0.05
-5428,-808,0.15
-5398,-808,-0.05
-5368,-808,-0.85
-5338,-808,-0.1
-5308,-808,0
-5278,-808,0.05
-5248,-808,-0.25
-5218,-808,-2.5
-5188,-808,-5.5
-5158,-808,-9.05
-5128,-808,-4.2
-5098,-808,-0.85
-5068,-808,0
-5038,-808,0.2
-5008,-808,0.3
-4978,-808,0.35
-4948,-808,0.1
-4918,-808,-0.1
-4888,-808,-1.15
-4858,-808,-2.85
-4828,-808,-4.55
-4798,-808,-6.7
-4768,-808,-5.8
-4738,-808,-6
-4708,-808,-8.65
-4678,-808,-13.75
-4648,-808,-19.8
-4618,-808,-25.8
-4588,-808,-30.65
-4558,-808,-29.65
-4528,-808,-25.5
-4498,-808,-23.25
-4468,-808,-23.25
-4438,-808,-21.3
-4408,-808,-20.4
-4378,-808,-17.3
-4348,-808,-16
-4318,-808,-16.8
-4288,-808,-15.7
-4258,-808,-12.5
-4228,-808,-11.55
-4198,-808,-12.65
-4168,-808,-15.5
-4138,-808,-18.35
-4108,-808,-20.7
-4078,-808,-20.9
-4048,-808,-19.15
-4018,-808,-17.85
-3988,-808,-16.05
-3958,-808,-14.4
-3928,-808,-11.5
-3898,-808,-7.4
-3868,-808,-3.7
-3838,-808,-0.8
-3808,-808,0
-3778,-808,0.1
-3748,-808,0.1
-3718,-808,0.2
-3688,-808,0.3
-3658,-808,0.55
-3628,-808,0.95
-3598,-808,1.7
-3568,-808,2.2
-3538,-808,3.2
-3508,-808,3.55
-3478,-808,4.3
-3448,-808,5.45
-3418,-808,7.1
-3388,-808,9.15
-3358,-808,9.7
-3328,-808,11.1
-3298,-808,14
-3268,-808,17.7
-3238,-808,22.05
-3208,-808,29.55
-3178,-808,36.7
-3148,-808,33.5
-3118,-808,27.05
-3088,-808,22.5
-3058,-808,20.7
-3028,-808,16.65
-2998,-808,14.65
-2968,-808,13.2
-2938,-808,11.2
-2908,-808,9.3
-2878,-808,7
-2848,-808,7.1
-2818,-808,6.55
-2788,-808,6.35
-2758,-808,5.45
-2728,-808,4.6
-2698,-808,4.3
-2668,-808,4.8
-2638,-808,5.1
-2608,-808,4.8
-2578,-808,3.05
-2548,-808,4.05
-2518,-808,4.15
-2488,-808,4.1
-2458,-808,2.45
-2428,-808,2.3
-2398,-808,2.35
-2368,-808,1.8
-2338,-808,2
-2308,-808,2.2
-2278,-808,2.7
-2248,-808,2.55
-2218,-808,1.8
-2188,-808,1.35
-2158,-808,1.45
-2128,-808,1.5
-2098,-808,1.25
-2068,-808,1.1
-2038,-808,1.15
-2008,-808,1.35
-1978,-808,1.25
-1948,-808,1.45
-1918,-808,2.3
-1888,-808,3.5
-1858,-808,3.75
-1828,-808,3.35
-1798,-808,3.4
-1768,-808,3.45
-1738,-808,3.95
-1708,-808,4.7
-1678,-808,6.2
-1648,-808,6.75
-1618,-808,7.25
-1588,-808,7.2
-1558,-808,8.5
-1528,-808,9.75
-1498,-808,10.5
-1468,-808,11.8
-1438,-808,13.25
-1408,-808,13.95
-1378,-808,14.9
-1348,-808,15.1
-1318,-808,16.25
-1288,-808,17.95
-1258,-808,18.9
-1228,-808,19.8
-1198,-808,14.55
-1168,-808,8.2
-1138,-808,5.95
-1108,-808,5.85
-1078,-808,5.9
-1048,-808,5.9
-1018,-808,5.8
-988,-808,6.1
-958,-808,7.2
-928,-808,6.8
-898,-808,5.9
-868,-808,5.35
-838,-808,5.05
-808,-808,4.95
-778,-808,4.35
-748,-808,4.05
-718,-808,4.35
-688,-808,2.9
-658,-808,2.5
-628,-808,11.65
-598,-808,13.7
-568,-808,14.2
-538,-808,4.05
-508,-808,1.2
-478,-808,0.45
-448,-808,-3.9
-418,-808,-7.3
-388,-808,-10.15
-358,-808,-13.95
-328,-808,-17.6
-298,-808,-12.5
-268,-808,-9.35
-238,-808,-7.4
-208,-808,-6.65
-178,-808,-4.3
-148,-808,-1.4
-118,-808,-0.55
-88,-808,-0.25
-58,-808,0.05
-28,-808,0.35
2,-808,0.6
32,-808,1.25
62,-808,2.4
92,-808,2.85
122,-808,3.3
152,-808,3.65
182,-808,3.65
212,-808,4.4
242,-808,4.4
272,-808,4.25
302,-808,3.85
332,-808,3.15
362,-808,3.75
392,-808,4.35
422,-808,4.95
452,-808,5.85
482,-808,2.8
512,-808,6.2
542,-808,6.35
572,-808,5.9
602,-808,4.8
632,-808,3.95
662,-808,3.3
692,-808,3.45
722,-808,2.85
752,-808,2.5
782,-808,1.7
812,-808,1.8
842,-808,1.6
872,-808,1.6
902,-808,2.6
932,-808,2.85
962,-808,2.7
992,-808,2.2
1022,-808,2.05
1052,-808,1.5
1082,-808,1.05
1112,-808,1.05
1142,-808,1.35
1172,-808,1.15
1202,-808,1.7
1232,-808,1.85
1262,-808,2
1292,-808,1.75
1322,-808,1.25
1352,-808,0.9
1382,-808,0.55
1412,-808,0.8
1442,-808,0.8
1472,-808,1.05
1502,-808,1.5
1532,-808,1.4
1562,-808,1.1
1592,-808,1.7
1622,-808,1.45
1652,-808,2.2
1682,-808,2.2
1712,-808,2.2
1742,-808,1.6
1772,-808,1.3
1802,-808,1.25
1832,-808,1.25
1862,-808,1.35
1892,-808,2.4
1922,-808,1.75
1952,-808,2
1982,-808,2.1
2012,-808,3.05
2042,-808,2
2072,-808,1.9
2102,-808,1.35
2132,-808,1.05
2162,-808,1.1
2192,-808,1.55
2222,-808,2.4
2252,-808,2.3
2282,-808,2
2312,-808,2.2
2342,-808,2.7
2372,-808,2.05
2402,-808,1.5
2432,-808,1.55
2462,-808,2.65
2492,-808,2
2522,-808,2.35
2552,-808,2.5
2582,-808,2.35
2612,-808,2.45
2642,-808,1.3
2672,-808,1.3
2702,-808,1.6
2732,-808,1.3
2762,-808,1.4
2792,-808,2.45
2822,-808,2.3
2852,-808,2.5
2882,-808,2.45
2912,-808,2.5
2942,-808,2.65
2972,-808,3.4
3002,-808,3.45
3032,-808,3.35
3062,-808,3.3
3092,-808,3.15
3122,-808,3.05
3152,-808,3.2
3182,-808,3.4
3212,-808,2
3242,-808,1.85
3272,-808,2.4
3302,-808,-0.05
3332,-808,-3.45
3362,-808,-6.55
3392,-808,-11.55
3422,-808,-19.75
3452,-808,-29.35
3482,-808,-32
3512,-808,-34.7
3542,-808,-37.6
3572,-808,-39.45
3602,-808,-39.85
3632,-808,-42.9
3662,-808,-41.65
3692,-808,-44.35
3722,-808,-43.15
3752,-808,-41.6
3782,-808,-44.2
3812,-808,-41.5
3842,-808,-42.2
3872,-808,-40
3902,-808,-40.75
3932,-808,-39.3
3962,-808,-41.95
3992,-808,-42.55
4022,-808,-40.7
4052,-808,-40.4
4082,-808,-40.25
4112,-808,-39.1
4142,-808,-40.3
4172,-808,-41.1
4202,-808,-42.15
4232,-808,-42.85
4262,-808,-42.05
4292,-808,-40.6
4322,-808,-42.15
4352,-808,-42.95
4382,-808,-43.5
4412,-808,-43.4
4442,-808,-42.75
4472,-808,-41.9
4502,-808,-41.8
4532,-808,-42.35
4562,-808,-41.2
4592,-808,-43.8
4622,-808,-43.5
4652,-808,-44.15
4682,-808,-44.6
4712,-808,-44.3
4742,-808,-43.1
4772,-808,-40.8
4802,-808,-41.8
4832,-808,-41.15
4862,-808,-42.1
4892,-808,-42.8
4922,-808,-47.55
4952,-808,-45.9
4982,-808,-43.75
5012,-808,-45.85
5042,-808,-44.8
5072,-808,-48.1
5102,-808,-50.6
5132,-808,-50.9
5162,-808,-52.7
5192,-808,-57.65
5222,-808,-61.4
5252,-808,-59.9
5282,-808,-41.75
5312,-808,-1
5342,-808,10.65
5372,-808,12.95
5402,-808,26
5432,-808,22.15
5462,-808,17.95
5492,-808,14
5522,-808,10.15
5552,-808,7.65
5582,-808,6.7
5612,-808,5.45
5642,-808,4.25
5672,-808,5.2
5702,-808,6.25
5732,-808,5.45
5762,-808,4.5
5792,-808,3.2
5822,-808,1.1
5852,-808,-1.1
5882,-808,-7.2
5912,-808,-15.9
5942,-808,-31.5
5972,-808,-34.4
6002,-808,-34.9
6032,-808,-35.9
6062,-808,-37.15
6092,-808,-38.55
6122,-808,-40.4
6152,-808,-41.5
6182,-808,-39.45
6212,-808,-37.6
6242,-808,-36.55
6272,-808,-34.5
6302,-808,-31.85
6332,-808,-29.8
6362,-808,-28.75
6392,-808,-31.45
6422,-808,-30.45
6452,-808,-28.7
6482,-808,-16.3
6512,-808,-7.95
6542,-808,-1.65
6572,-808,0.55
6602,-808,2.1
6632,-808,-0.05
6662,-808,-3.1
6692,-808,-4.6
6722,-808,-7.7
6752,-808,-12.4
6782,-808,-19.25
6812,-808,-19.45
6842,-808,-14.8
6872,-808,-12.8
6902,-808,-13.1
6932,-808,-16
6962,-808,-19.6
6992,-808,-23.45
7022,-808,-28.05
7052,-808,-31.35
7082,-808,-34.8
7112,-808,-36.05
7142,-808,-36.85
-7168,-778,0.15
-7138,-778,0.1
-7108,-778,-0.2
-7078,-778,-8.75
-7048,-778,-27.95
-7018,-778,-30.5
-6988,-778,-17.5
-6958,-778,-1.35
-6928,-778,-0.25
-6898,-778,0
-6868,-778,-0.05
-6838,-778,-5.15
-6808,-778,-11
-6778,-778,-11.55
-6748,-778,-10.6
-6718,-778,-10.15
-6688,-778,-15.45
-6658,-778,-21.35
-6628,-778,-27.65
-6598,-778,-30.8
-6568,-778,-29.25
-6538,-778,-27.25
-6508,-778,-24.95
-6478,-778,-23.15
-6448,-778,-22.8
-6418,-778,-24.55
-6388,-778,-28.9
-6358,-778,-29.9
-6328,-778,-31.75
-6298,-778,-32.7
-6268,-778,-35.05
-6238,-778,-37.9
-6208,-778,-36.05
-6178,-778,-37.3
-6148,-778,-35.3
-6118,-778,-35.15
-6088,-778,-34.5
-6058,-778,-32.7
-6028,-778,-32.4
-5998,-778,-30.55
-5968,-778,-31.65
-5938,-778,-32.1
-5908,-778,-30.8
-5878,-778,-29.2
-5848,-778,-29.35
-5818,-778,-29.65
-5788,-778,-24.9
-5758,-778,-21.85
-5728,-778,-15
-5698,-778,-10.1
-5668,-778,-4.5
-5638,-778,-1
-5608,-778,-0.15
-5578,-778,0.05
-5548,-778,0.25
-5518,-778,0.35
-5488,-778,0.25
-5458,-778,0.35
-5428,-778,0.3
-5398,-778,0.05
-5368,-778,0
-5338,-778,0.05
-5308,-778,0.2
-5278,-778,0.25
-5248,-778,0
-5218,-778,-0.65
-5188,-778,-3.3
-5158,-778,-8.6
-5128,-778,-6.3
-5098,-778,-2.7
-5068,-778,-0.65
-5038,-778,0.05
-5008,-778,0.2
-4978,-778,0.35
-4948,-778,0.1
-4918,-778,-0.3
-4888,-778,-2.55
-4858,-778,-5.9
-4828,-778,-9.1
-4798,-778,-12.25
-4768,-778,-11.25
-4738,-778,-12.05
-4708,-778,-14
-4678,-778,-18.55
-4648,-778,-23.9
-4618,-778,-31.2
-4588,-778,-31.45
-4558,-778,-26.45
-4528,-778,-20.8
-4498,-778,-17.45
-4468,-778,-14.3
-4438,-778,-14
-4408,-778,-14.2
-4378,-778,-11.45
-4348,-778,-10.25
-4318,-778,-10.25
-4288,-778,-10.2
-4258,-778,-7.55
-4228,-778,-6.1
-4198,-778,-7.1
-4168,-778,-10.3
-4138,-778,-12
-4108,-778,-13.9
-4078,-778,-13.95
-4048,-778,-12.45
-4018,-778,-11.75
-3988,-778,-10
-3958,-778,-8.05
-3928,-778,-7.65
-3898,-778,-4.1
-3868,-778,-1.6
-3838,-778,-0.2
-3808,-778,0.15
-3778,-778,0.25
-3748,-778,0.3
-3718,-778,0.25
-3688,-778,0.45
-3658,-778,0.75
-3628,-778,1
-3598,-778,1.75
-3568,-778,2.4
-3538,-778,3.1
-3508,-778,4.25
-3478,-778,5.75
-3448,-778,6.3
-3418,-778,8.15
-3388,-778,9.55
-3358,-778,10.75
-3328,-778,11.9
-3298,-778,14.65
-3268,-778,20.25
-3238,-778,23.6
-3208,-778,30.4
-3178,-778,38.45
-3148,-778,36
-3118,-778,28.3
-3088,-778,22.9
-3058,-778,19.75
-3028,-778,16.85
-2998,-778,14.8
-2968,-778,12.9
-2938,-778,11.75
-2908,-778,9
-2878,-778,5.65
-2848,-778,5.65
-2818,-778,5.65
-2788,-778,5.65
-2758,-778,5.65
-2728,-778,5.2
-2698,-778,5.05
-2668,-778,4.85
-2638,-778,4.7
-2608,-778,4.45
-2578,-778,2.25
-2548,-778,3.4
-2518,-778,3.15
-2488,-778,3.5
-2458,-778,3.35
-2428,-778,2.8
-2398,-778,2.85
-2368,-778,1.9
-2338,-778,1.85
-2308,-778,2.2
-2278,-778,3
-2248,-778,3.05
-2218,-778,1.9
-2188,-778,1.55
-2158,-778,1.6
-2128,-778,1.25
-2098,-778,0.9
-2068,-778,1.05
-2038,-778,1.3
-2008,-778,1.4
-1978,-778,1.75
-1948,-778,1.55
-1918,-778,2.6
-1888,-778,3.25
-1858,-778,3.2
-1828,-778,3.15
-1798,-778,3
-1768,-778,3
-1738,-778,3.3
-1708,-778,4
-1678,-778,5.15
-1648,-778,5.1
-1618,-778,5.9
-1588,-778,6.4
-1558,-778,6.9
-1528,-778,6.9
-1498,-778,7.1
-1468,-778,7.8
-1438,-778,9.15
-1408,-778,10.6
-1378,-778,11.8
-1348,-778,12.2
-1318,-778,14
-1288,-778,14.3
-1258,-778,15.15
-1228,-778,12.85
-1198,-778,7.55
-1168,-778,5.95
-1138,-778,5.8
-1108,-778,6
-1078,-778,6
-1048,-778,6.7
-1018,-778,6.3
-988,-778,6
-958,-778,6.35
-928,-778,7.05
-898,-778,6.65
-868,-778,5.8
-838,-778,5.25
-808,-778,4.6
-778,-778,4.55
-748,-778,4.05
-718,-778,5.1
-688,-778,2.05
-658,-778,5.4
-628,-778,5.25
-598,-778,10.35
-568,-778,19.5
-538,-778,3.9
-508,-778,-2.6
-478,-778,-4.3
-448,-778,-5.05
-418,-778,-8.25
-388,-778,-14.55
-358,-778,-18.6
-328,-778,-22
-298,-778,-16.75
-268,-778,-13.3
-238,-778,-12.15
-208,-778,-10.75
-178,-778,-7.15
-148,-778,-4.9
-118,-778,-3.75
-88,-778,-2.85
-58,-778,-0.4
-28,-778,0.05
2,-778,0.3
32,-778,0.6
62,-778,0.8
92,-778,1.3
122,-778,1.85
152,-778,2.35
182,-778,2.7
212,-778,3.35
242,-778,3.65
272,-778,3.35
302,-778,3.15
332,-778,3.85
362,-778,3.5
392,-778,4
422,-778,4.9
452,-778,2.8
482,-778,2.8
512,-778,2.8
542,-778,2.8
572,-778,4.9
602,-778,4
632,-778,3
662,-778,2.95
692,-778,2.3
722,-778,2.25
752,-778,2.1
782,-778,1.35
812,-778,1.1
842,-778,1.25
872,-778,1.45
902,-778,1.7
932,-778,2.5
962,-778,3
992,-778,2.8
1022,-778,1.65
1052,-778,1.1
1082,-778,1.1
1112,-778,0.8
1142,-778,1.35
1172,-778,1.55
1202,-778,1.4
1232,-778,1.45
1262,-778,1.7
1292,-778,2
1322,-778,1.55
1352,-778,1.4
1382,-778,0.8
1412,-778,0.75
1442,-778,1.2
1472,-778,1.35
1502,-778,1.25
1532,-778,1
1562,-778,0.85
1592,-778,1.3
1622,-778,1.35
1652,-778,1.6
1682,-778,2.35
1712,-778,2.55
1742,-778,2.2
1772,-778,1.75
1802,-778,0.9
1832,-778,1.15
1862,-778,1.35
1892,-778,2.55
1922,-778,2.8
1952,-778,2.5
1982,-778,2.45
2012,-778,2.8
2042,-778,2.75
2072,-778,2
2102,-778,1.2
2132,-778,1.15
2162,-778,2
2192,-778,2.1
2222,-778,2.4
2252,-778,2.6
2282,-778,2.15
2312,-778,1.85
2342,-778,2.25
2372,-778,2.25
2402,-778,2.3
2432,-778,1.7
2462,-778,2.75
2492,-778,1.9
2522,-778,2.1
2552,-778,2.85
2582,-778,2.8
2612,-778,2.25
2642,-778,1.85
2672,-778,1.55
2702,-778,1.55
2732,-778,1.8
2762,-778,2.05
2792,-778,2.45
2822,-778,2.45
2852,-778,2.5
2882,-778,2.4
2912,-778,1.9
2942,-778,2.3
2972,-778,2.5
3002,-778,3.35
3032,-778,2.9
3062,-778,3.9
3092,-778,3.15
3122,-778,3.1
3152,-778,2.6
3182,-778,2.1
3212,-778,1.65
3242,-778,1.65
3272,-778,2.3
3302,-778,0.7
3332,-778,-1.05
3362,-778,-5.2
3392,-778,-9.7
3422,-778,-16.25
3452,-778,-27.95
3482,-778,-31.05
3512,-778,-31.85
3542,-778,-37.25
3572,-778,-39.75
3602,-778,-40.7
3632,-778,-43.05
3662,-778,-43.5
3692,-778,-40.85
3722,-778,-40.8
3752,-778,-42.15
3782,-778,-43.8
3812,-778,-41.75
3842,-778,-41.75
3872,-778,-39.8
3902,-778,-40.3
3932,-778,-40.25
3962,-778,-42.35
3992,-778,-43.15
4022,-778,-40.8
4052,-778,-39.1
4082,-778,-39.05
4112,-778,-40.15
4142,-778,-40.45
4172,-778,-40.95
4202,-778,-40.05
4232,-778,-39.7
4262,-778,-39.15
4292,-778,-41.35
4322,-778,-44.7
4352,-778,-45.8
4382,-778,-42.05
4412,-778,-42.45
4442,-778,-40.3
4472,-778,-40.65
4502,-778,-42.8
4532,-778,-43.1
4562,-778,-42.35
4592,-778,-42.45
4622,-778,-40.4
4652,-778,-42.3
4682,-778,-46
4712,-778,-46.15
4742,-778,-43.3
4772,-778,-43.75
4802,-778,-40.65
4832,-778,-42.8
4862,-778,-44.65
4892,-778,-44.85
